INDEX,rank display,institution,location code,size,research,focus,status,ar score,ar rank,er score,er rank,fsr score,fsr rank,cpf score,cpf rank,ger score,ger rank,ifr score,ifr rank,irn score,irn rank,isr score,isr rank,SUS SCORE,SUS RANK,Overall Score
166,165,University of Liverpool,GB,L,VH,FC,A,46.1,176,39.4,239,37.8,422,36.6,373,36.3,351,88.3,203,97.2,38,85.4,150,95.6,50=,50.7
167,167,Kyushu University,JP,L,VH,FC,A,58.3,133,66.5,113,78.4,149,27.9,466,15.1,657,18.7,613=,69.9,488,14.1,640,77.6,170=,50.3
168,167,University of Wollongong,AU,L,VH,FC,A,29.5,300,24.5,393,17,701+,94.6,52,18.3,596,91.8,178,89,185,56.3,265,93.9,62=,50.3
169,169,Ghent University,BE,XL,VH,FC,A,53.2,150,24.8,384,78.5,148,21.5,538,72.9,145,79.7,241,99.5,9,21.4,522,98.3,21,50.1
170,169,The University of Exeter,GB,L,VH,FC,A,42.9,200,45,203,30.2,518,42.5,324,30.1,417,91,187,95.1,74,72.2,202,97.1,30=,50.1
171,171,University of Cape Town,ZA,L,VH,FC,A,45.2,185,51.8,170,13.8,701+,46.8,294,95.8,46,56.5,335,97.3,36,19.2,563,95.6,50=,50
172,171,Washington University in St. Louis,US,L,VH,FC,B,36.3,241,12,601+,99.7,29,47.7,283,31.9,396,85.4,220,83.6,270,72.4,201,86.7,114=,49.9
173,172,University of Reading,GB,L,VH,CO,A,32.2,273,41.7,226,13.1,701+,65.7,169,47.8,268,86.2,214,91.7,142,78.6,177,94,61,49.9
174,173,Hokkaido University,JP,L,VH,FC,A,59,128,63.3,125,76.2,158,26,485,15.5,645,18.7,613=,77.7,365,12.1,677,78.1,168,49.8
175,174,Curtin University,AU,L,VH,CO,A,33.1,266,27.7,348,15.7,701+,84.7,95,31,405,100,49,94.2,96,24.3,485,90.7,89=,49.3
176,175,Universitat Autònoma de Barcelona,ES,XL,VH,FC,A,64,105,35.8,263,11.5,701+,59.5,206,24,472,18.5,620,93.1,116,16.5,595,86.7,114=,49.2
177,176,McMaster University,CA,L,VH,FC,A,39.5,215,34.2,276,63.8,215,35.6,380,49.9,255,96.2,136,82.6,284,56.7,263,91.9,78=,49
178,178,"University of California, Santa Barbara (UCSB)",US,L,VH,CO,A,52.6,154,21.3,432,7.7,701+,97.8,37,7.9,701+,75.4,261,71.2,466,17.2,583,28.4,456=,48.9
179,179,"The University of Newcastle, Australia (UON)",AU,L,VH,FC,A,28.3,312,24.5,392,28.7,537,91.7,70,14.8,670,99.9,89,82,289,24.2,487,92.4,74,48.7
180,179,Universidad de los Andes,CO,L,HI,FC,B,67.7,100,88.4,54,14.2,701+,5.9,701+,98.2,26,22.8,560,55.2,692,1.9,701+,80,155,48.7
181,181,Universiti Teknologi Malaysia,MY,L,VH,CO,A,48.6,166,59.6,134,46,337,40.5,347,18,600,14.1,683,82.9,279,86.9,142,52.1,305=,48.5
182,181,Waseda University,JP,XL,VH,CO,B,60.7,122,96.1,30,23.5,616,3.8,701+,83.7,106,27.9,507,66.4,533,28,445,56.1,282=,48.5
183,183,Hamad Bin Khalifa University,QA,S,VH,FO,A,12.9,601+,4.7,601+,99.9,20,100,8,6,701+,100,9,74.3,417,100,10,2.6,701+,48.3
184,184,University of York,GB,L,VH,FC,A,42.9,201,30.1,313,43,364,40.1,353,23.5,480,87.8,204,92.5,128,75.6,184,97.4,29,48.2
185,185,Tecnológico de Monterrey,MX,XL,HI,FC,B,53.8,149,91.4,47,62.5,223,2.4,701+,96.1,43,20.8,589,56.6,670,10.6,701+,54.4,291=,48.1
186,186,Cardiff University,GB,L,VH,FC,A,46.8,171,43.2,213,36.1,441,30,437,18.9,584,82.8,229,92.3,132,67.7,219,96,46=,47.6
187,187,École Normale Supérieure de Lyon,FR,S,VH,CO,A,29.8,296,16.3,522,97,49,93.5,59,14,694,59,329,70.3,482,11.7,684,6.6,701+,47.5
188,188,Keio University,JP,XL,VH,FC,B,53,151,91.6,46,57.2,257,5.1,701+,91.4,69,9.4,701+,57.5,658,10.2,701+,59,271=,47.4
189,189,University of Ottawa,CA,XL,VH,FC,A,26.2,340,23.3,406,3.5,701+,81.3,106,39.8,323,91.7,179,93,119,77.8,181,92.9,72,47.3
190,190,Technische Universität Wien,AT,M,VH,FO,A,33.9,258,50.4,178,12.5,701+,73.8,139,19.1,577,85.5,218,71.6,457,90.4,120,11.3,636=,47.2
191,191,Universität Hamburg,DE,L,VH,FO,A,50.7,159,35.7,264,16.5,701+,54.7,233,42.8,300,40.2,418,93.4,109,20.4,532,90.6,91,47.1
192,192,Tongji University,CN,XL,VH,FC,A,31.8,276,16.9,508,29.1,533,96.9,44,24,473,54.5,345,72.9,442,26.5,457,81.4,147,46.9
193,193,Queen's University at Kingston,CA,L,VH,FC,A,40.8,209,56.7,144,5.4,701+,42.6,322,87.1,93,69.2,287,71.2,467,26.6,456,93.8,64=,46.8
194,194,University of Gothenburg,SE,L,VH,FC,A,35.4,247,18.3,481,60.9,235,33.6,394,63.1,189,90,191,94.2,91,78.2,180,92.8,73,46.7
195,194,Wuhan University,CN,XL,VH,FC,A,39.2,218,40.5,233,14,701+,91.9,69,46.5,275,39.2,423,78.2,356,4.9,701+,22.2,513=,46.7
196,196,Emory University,US,L,VH,FC,B,25.2,349,19,469,93.8,70,78.4,120,22.8,502,52.2,355,85.6,237,33.9,399,37,391=,46.6
197,197,Deakin University,AU,XL,VH,FC,A,31.3,282,23.9,400,4.6,701+,73.6,140,36.8,347,96.4,135,82.7,280,63.8,236,93.7,66,46.4
198,198,Universidad Autónoma de Madrid,ES,XL,VH,FC,A,61,119,64.3,123,29.1,534,21,546,43.1,297,7.7,701+,92,136,10.4,701+,79.6,156=,46.3
199,198,University of Calgary,CA,XL,VH,FC,A,37.9,227,44.5,207,18.1,701+,40.3,350,53.3,236,77.7,246,85.2,243,66.2,225,93.3,68=,46.3
200,200,Arizona State University,US,XL,VH,CO,A,48.6,165,44.1,209,7.4,701+,47.1,289,23.6,479,52.1,357,95.7,66,37.2,378,96.3,41=,46.2
201,200,King Saud University,SA,XL,VH,FC,A,39.4,216,28.7,332,54.3,281,40,354,99,17,99.4,98,95.1,75,15,622,33,420=,46.2
202,202,Khalifa University of Science and Technology,AE,S,VH,SP,A,22.7,393,21,437,80,137,60.7,199,9.3,701+,100,12,78.8,341,78.9,174,61.6,263=,46.1
203,203,University of Minnesota Twin Cities,US,XL,VH,FC,A,56.8,137,33.1,284,32.4,486,41.9,327,52.5,241,7.7,701+,91.7,145,8.7,701+,96.5,37=,46
204,203,Université catholique de Louvain (UCLouvain),BE,L,VH,FC,B,48.4,168,25.9,367,4.6,701+,55,230,76.4,135,91,186,89.9,169,47.6,306,27.1,471=,46
205,205,Ecole des Ponts ParisTech,FR,S,VH,FO,A,8.9,601+,58.5,138,99,38,62.6,186,59.5,207,43.5,404,37.3,701+,96.5,84,10.8,650=,45.8
206,206,Queen's University Belfast,GB,L,VH,FC,A,35.4,249,33.6,279,28.6,543,40.6,345,9.9,701+,100,74,92.8,124,98.2,67,88.9,103=,45.7
207,206,Universitas Indonesia,ID,XL,VH,FC,A,53.8,148,79.2,79,55.7,268,2.1,701+,77.3,131,88.3,202,37.2,701+,7.1,701+,32.7,424=,45.7
208,208,The Ohio State University,US,XL,VH,FC,A,58.6,130,50.4,176,39.5,392,31.2,423,45.3,281,13.4,696,94.6,87,10.6,701+,50.8,315=,45.6
209,209,Tel Aviv University,IL,L,VH,FC,A,32,275,18.6,474,4.2,701+,99.4,20,88.4,85,39.7,419,77.9,362,7,701+,46.2,334=,45.2
210,210,National Tsing Hua University,TW,M,VH,CO,A,54.8,143,71.2,99,28,549,49.6,268,16.3,629,9.5,701+,45,701+,11.1,695,32.1,428=,45.1
211,211,Indian Institute of Science,IN,S,VH,SP,A,45.7,181,26.3,362,37.9,419,99.9,11,13.1,701+,3.7,701+,39.1,701+,1.5,701+,23.7,500=,45
212,212,Albert-Ludwigs-Universitaet Freiburg,DE,L,VH,FC,A,43.1,198,24.5,394,24.6,597,52.2,248,32.5,391,67.6,290,92.3,131,33.7,401,90,94=,44.8
213,213,Queensland University of Technology (QUT),AU,XL,VH,CO,A,39.8,214,33.1,285,8.1,701+,59.9,202,19,581,97.9,122,83.4,274,20.7,530,89.4,100,44.7
214,214,University of Otago,NZ,L,VH,FC,A,45,187,24.6,388,12.8,701+,38.8,361,59.1,208,100,50,79.5,332,37.6,375,96,48,44.4
215,215,National Cheng Kung University (NCKU),TW,L,VH,FC,A,51.5,157,74,90,33.4,472,20.3,554,42.4,306,16.3,646,58.7,648,13.9,642,83.8,131,44.2
216,215,University of Florida,US,XL,VH,FC,A,46.7,172,42.3,220,62.9,220,32.1,411,44.5,286,17.8,630,98.3,21,10.3,701+,60.6,266=,44.2
217,217,La Trobe University,AU,L,VH,CO,A,23.6,370,19.8,457,8,701+,77.7,123,19.6,570,92.6,172,78.6,345,95,97,78.4,166=,44.1
218,218,"University of Maryland, College Park",US,XL,VH,FC,A,48.6,167,29.4,317,32.5,484,55,231,41.2,311,20.9,588,92.3,133,16.2,603,54.4,291=,44
219,219,National Yang Ming Chiao Tung University,TW,L,VH,FC,A,32.9,267,62.7,128,51.1,300,52.7,245,58.3,210,19.6,607,53.7,701+,19.2,564,38.8,379=,43.9
220,219,Universidad Nacional de Colombia,CO,XL,HI,FC,A,71,88,89.9,53,5.4,701+,3.4,701+,42.6,302,5.6,701+,65.9,543,1.4,701+,53.1,298=,43.9
221,221,Vrije Universiteit Amsterdam,NL,XL,VH,FC,A,39.4,217,17.8,494,21.3,650,63.7,179,45.1,282,67.3,293,89,184,47.4,310,50.8,315=,43.8
222,222,Eberhard Karls Universität Tübingen,DE,L,VH,FC,A,46,177,30.7,307,87.1,98,20.5,550,30.9,408,76.1,255,93.8,102,26.2,463,33,420=,43.7
223,222,Indian Institute of Technology Kharagpur (IIT-KGP),IN,L,VH,FO,A,34,257,51.1,173,9,701+,90.2,76,33,386,1.1,701+,69.3,492,1.1,701+,44.3,348=,43.7
224,224,Friedrich-Alexander-Universität Erlangen-Nürnberg,DE,L,VH,FC,A,25.8,345,27.7,346,3.2,701+,94.9,50,19.6,568,27.2,516,87.1,213,48.8,300,74.5,193=,43.6
225,224,Loughborough University,GB,L,VH,CO,A,29.7,299,55.3,151,23.8,613,32.4,406,23.2,488,87.1,212,87.1,214,68.6,216,93.8,64=,43.6
226,224,University of Lausanne,CH,L,VH,FO,A,28.4,310,18.8,471,36.8,435,61,195,51.8,244,100,67,79.8,328,54.2,271,51.2,313=,43.6
227,227,Indian Institute of Technology Madras (IITM),IN,M,VH,CO,A,42.4,203,63.2,127,20.3,663,70.3,154,27,444,3.9,701+,37.5,701+,1.6,701+,44.6,343=,43.5
228,227,Rheinische Friedrich-Wilhelms-Universität Bonn,DE,L,VH,FC,A,52.8,153,24.1,399,62.7,221,17.2,598,35.4,357,44.3,399,94.7,83,38.9,361,83.2,138,43.5
229,229,Chulalongkorn University,TH,XL,VH,FC,A,68.2,97,35.9,261,31.7,499,7.5,701+,93.6,60,18.7,617,79.6,331,3,701+,73.2,198=,43.4
230,230,Maastricht University,NL,L,VH,FO,A,23,389,27.8,345,13.2,701+,62.8,185,38.2,337,99.4,97,80.5,312,100,20,52.5,302=,43
231,230,Universite libre de Bruxelles,BE,XL,VH,FC,A,33.3,263,34.5,273,3,701+,49.9,263,65.5,179,98.7,110,87.5,203,84.4,155,25.2,490,43
232,232,Universidade Estadual de Campinas (Unicamp),BR,XL,VH,FC,A,71.8,87,40.3,236,14.7,701+,24.3,506,25.1,465,10.7,701+,85.4,241,2.7,701+,65.9,236=,42.9
233,233,University of Twente,NL,M,VH,CO,A,20.7,424,32,294,43.3,362,61.3,193,20,562,100,83,87.6,202,90.4,119,13.8,603,42.7
234,234,Technische Universität Dresden,DE,L,VH,FC,A,36.3,240,42.5,216,80.3,134,28.5,455,8.8,701+,35.8,445,93.8,104,27.6,450,75.8,181=,42.6
235,235,University of Waikato,NZ,M,VH,CO,A,19.1,473,11.7,601+,12.4,701+,84.7,94,46.4,276,99,107,55.1,697,56.9,261,89.5,99,42.5
236,236,University of Aberdeen,GB,L,VH,FC,A,30.5,292,28.8,330,32.7,482,32,412,22.2,519,94.5,154,88.5,190,92.6,103,96.5,37=,42.3
237,236,University of Rochester,US,M,VH,FC,B,22.6,396,20.8,441,99.1,35,33.6,395,40.4,316,63.9,306,64.3,568,93.8,100,63.7,247=,42.3
238,236,Università di Padova,IT,XL,VH,FC,A,58.9,129,27.3,351,8.5,701+,45.7,302,18.8,590,9.2,701+,94.9,79,11.1,694,87.7,110,42.3
239,239,Gadjah Mada University,ID,XL,VH,FC,A,54.4,145,73.5,91,57.6,255,1.7,701+,69,167,40.3,417,38.1,701+,4.1,701+,26.8,473=,41.8
240,239,Massey University,NZ,M,VH,CO,A,30.1,293,14,585,48,324,27.4,473,49.2,259,98.5,112,85.1,244,95.2,96,91.4,81=,41.8
241,241,Politecnico di Torino,IT,XL,VH,FO,A,40.2,213,52.1,165,3.1,701+,51.6,254,30.6,412,4.9,701+,81.4,297,41,349,77.9,169,41.7
242,241,Technical University of Darmstadt,DE,L,VH,CO,A,20,444,35.9,260,6.7,701+,70,155,44.4,288,60.3,323,65.9,544,81.4,167,71.8,211=,41.7
243,243,Dartmouth College,US,M,VH,FC,B,22.8,392,31,303,65.8,200,60.6,200,68.8,168,9.2,701+,42.5,701+,40.9,351,71.2,214=,41.3
244,244,Victoria University of Wellington,NZ,L,VH,CO,A,42.8,202,21.4,429,10.1,701+,32.1,410,71.6,151,100,82,70.7,475,31,420,91.4,81=,41.2
245,245,University of Macau,MO,L,VH,CO,A,11.9,601+,10.5,601+,9.8,701+,99.1,23,50.3,253,100,21,57,664,99.9,36,7.7,701+,41.1
246,246,Charles University,CZ,XL,VH,FC,A,45.6,182,49.1,183,32.2,491,8,701+,65.5,178,25,535,96.3,51,50.5,291,77.4,173=,41
247,246,University of Sussex,GB,L,VH,FC,A,22.6,395,10.4,601+,15.5,701+,56.8,220,39.9,322,99.6,95,84.7,252,84.9,152,97.7,26=,41
248,248,Vanderbilt University,US,L,VH,FC,B,24.4,356,21.8,423,100,13,53,242,34.7,364,30.1,493,78.6,344,36,383,24.5,492=,40.8
249,249,University of Navarra,ES,L,HI,FC,B,30.6,291,68,108,49.6,315,14.7,642,75.8,137,24.8,537,63.6,578,73.8,196,42.3,355=,40.7
250,250,American University of Beirut (AUB),LB,M,VH,FC,B,28.6,307,29.5,315,48.5,322,28.9,449,97,35,63.2,310,73.1,438,37,379,80.5,152=,40.6
251,251,Taylor's University,MY,S,VH,FO,C,27,323,81,72,71.5,185,10.1,701+,4.2,701+,64.8,303,41.4,701+,99.6,43,22.2,513=,40.5
252,252,Harbin Institute of Technology,CN,XL,VH,FO,A,27.1,321,21.1,435,33.7,468,99.8,14,28.3,434,8,701+,68.6,507,5,701+,14.6,597=,40.3
253,252,Hong Kong Baptist University,HK,M,VH,CO,A,18.2,499,12,601+,60,242,61.4,192,15.7,641,98.9,109,37,701+,100,19,54.4,291=,40.3
254,252,University of Göttingen,DE,L,VH,FC,A,46.4,175,27.1,355,76.4,156,16.2,620,40.3,317,49.7,369,95.1,76,22.4,512,32.1,428=,40.3
255,255,Griffith University,AU,L,VH,FC,A,27,324,13.7,593,8.4,701+,62.5,187,17.9,602,99.8,90,92.1,135,38.5,363,96.4,40,40.1
256,256,Bandung Institute of Technology (ITB),ID,L,VH,CO,A,43.2,197,72.7,95,55.8,266,2.6,701+,49.2,260,94.4,158,26.3,701+,3.8,701+,37.6,388=,39.9
257,256,Heriot-Watt University,GB,M,VH,CO,A,17.8,507,27.1,356,17.6,701+,65.2,171,26.3,451,100,79,75.4,402,98.1,69,25.7,483=,39.9
258,258,University of Warsaw,PL,XL,VH,CO,A,50,163,53.6,158,46.4,330,5.5,701+,60,203,10.5,701+,84.1,262,8.4,701+,69.8,222,39.8
259,259,Case Western Reserve University,US,M,VH,FC,B,17.2,523,15.4,546,82.3,119,61.6,191,29.3,424,35.7,447,55.6,681,71.7,205,53.1,298=,39.7
260,260,University of Lisbon,PT,XL,VH,FC,A,44,193,20.7,443,10.7,701+,36.5,376,94,57,9,701+,98.2,23,39.4,356,70.9,217=,39.6
261,261,United Arab Emirates University,AE,M,VH,FC,A,30.1,295,38.3,247,49.8,312,16.6,612,82,111,100,19,86.2,230,34.2,396,36.6,393=,39.4
262,261,University of Canterbury | Te Whare Wānanga o Waitaha,NZ,L,VH,CO,A,34.7,253,27.3,352,10.4,701+,31.4,419,82.3,109,100,77,63,585,27.7,449,91.1,86=,39.4
263,263,Indian Institute of Technology Kanpur (IITK),IN,M,VH,FO,A,36.9,234,56.9,142,14,701+,73.3,142,19.6,567,2.6,701+,38.8,701+,1.1,701+,22,516=,39.3
264,264,Norwegian University of Science And Technology,NO,XL,VH,FC,A,33.2,264,25.2,378,22.3,629,30.4,435,89.4,79,75.1,264,94.4,89,9.3,701+,85.8,121=,39.1
265,265,UCSI University,MY,M,VH,FO,C,27,326,65.1,120,78.1,150,3.6,701+,10.2,701+,89.1,196,37.6,701+,95.8,91,27.9,462=,38.8
266,265,Universitat Pompeu Fabra (Barcelona),ES,M,VH,FO,A,31.7,279,29.4,319,12.1,701+,67.1,163,16.4,626,75.6,259,74,421,24.5,482,27.9,462=,38.8
267,267,University of Antwerp,BE,L,VH,FC,A,24.1,361,11.3,601+,37.5,427,48.1,278,44.8,284,94.4,157,94.6,85,32,415,74.8,190=,38.7
268,267,University of Witwatersrand,ZA,L,VH,FC,A,26.5,332,42.1,223,8.9,701+,30.5,432,98.9,18,75.1,263,96.8,46,5.8,701+,84.8,127=,38.7
269,269,Tianjin University,CN,L,VH,CO,A,17.2,527,13.5,597,38.8,407,99.5,18,32.4,392,24.8,538,65.2,554,25.4,473,16.9,563=,38.6
270,269,Universiti Teknologi PETRONAS (UTP),MY,S,VH,SP,B,19.5,458,28.1,341,38.5,412,79,117,4.1,701+,83.9,224,63.9,577,20.1,537,18.4,549=,38.6
271,271,Beijing Normal University,CN,L,VH,CO,A,33.9,259,10.3,601+,24.2,605,92.6,65,10.5,701+,6.6,701+,70.8,471,21.3,524,19.7,537=,38.5
272,272,Radboud University,NL,L,VH,FC,A,28,315,14.1,582,27,561,66,167,19.6,571,81.3,233,93.9,101,18.6,573,39.8,369=,38.4
273,273,University College Cork,IE,L,VH,FC,A,30.1,294,35.1,270,22.1,636,28.5,457,34,371,89,198,69.1,497,52.1,281,91,88,38.3
274,273,University of Galway,IE,L,VH,FC,A,26.2,339,30.3,311,63.2,217,13.2,664,46.6,274,95.2,144,81.3,301,43.2,333,85.9,120,38.3
275,275,Dalhousie University,CA,L,VH,FC,A,19.4,463,16.7,513,12.9,701+,53.5,239,30.1,416,99.9,86,77.4,369,74.6,189,87.9,109,38.2
276,275,University of Massachusetts Amherst,US,L,VH,CO,A,38.2,224,17.2,498,10,701+,48.8,274,30.6,411,61,321,79.8,327,25.3,474,83.4,136=,38.2
277,275,University of Pittsburgh,US,L,VH,FC,A,35,251,12.7,601+,96.3,52,31.3,420,42.6,303,9.5,701+,91.7,141,13.5,650,53.5,295=,38.2
278,278,University of Porto,PT,XL,VH,FC,A,41.3,206,17.9,492,10.8,701+,59.6,205,39.1,327,6.6,701+,95.1,77,19.8,543,53.1,298=,38.1
279,278,Vrije Universiteit Brussel (VUB),BE,L,VH,FC,A,23.3,381,13.7,592,76.1,159,18.2,581,51.8,243,93.6,165,93.1,115,58.2,255,72.1,208=,38.1
280,280,Ulsan National Institute of Science and Technology (UNIST),KR,S,VH,FO,A,13.6,601+,13.5,601+,87.9,95,98.1,34,3.3,701+,29.3,499,24.8,701+,9.6,701+,16.1,577=,38
281,281,The Hebrew University of Jerusalem,IL,L,VH,FC,A,32.8,269,18.2,484,79.3,143,19.4,563,94.6,54,53.2,349,77.8,364,23.8,492,34.2,413=,37.9
282,281,University of Strathclyde,GB,L,VH,CO,A,25.9,343,30,314,16.7,701+,31.8,416,33.6,376,93,170,85,246,64,235,88.6,107,37.9
283,283,Université Paris 1 Panthéon-Sorbonne,FR,XL,VH,FO,A,65.6,104,33.3,280,4.6,701+,2.9,701+,74.8,140,34.3,467,70.3,481,46.5,317,23.7,500=,37.5
284,284,Southern University of Science and Technology,CN,M,VH,FO,A,9.3,601+,2.5,601+,89.7,85,98.8,29,1.6,701+,37.5,430,48.3,701+,1.4,701+,31.6,432=,37.3
285,285,Middle East Technical University,TR,L,VH,CO,A,31.2,286,70.2,101,9,701+,22.3,528,77.5,130,12,701+,74.7,412,18.3,576,69.5,223=,37.2
286,285,Universidad Carlos III de Madrid (UC3M),ES,L,VH,FO,A,33.5,260,56.3,147,49.5,316,4.1,701+,20.7,551,64.8,302,66.3,534,52.3,279,68.3,227,37.2
287,285,University of Cologne,DE,L,VH,FO,A,35.2,250,30.4,310,15.7,701+,29.3,440,56.8,212,35.9,444,90.8,158,30.1,429,91.9,78=,37.2
288,285,University of Leicester,GB,L,VH,FC,A,19.8,453,13.7,594,30.8,511,43.4,316,22.7,504,80,238,88.8,187,95.3,95,75,186=,37.2
289,285,University of Milan,IT,XL,VH,FC,A,52.8,152,17,505,6.4,701+,39.6,356,44.1,290,6.5,701+,85.5,239,6.8,701+,74.8,190=,37.2
290,285,University of Surrey,GB,L,VH,CO,A,19.7,454,17.9,490,22.8,625,55.2,227,20.4,557,97.1,129,86.4,226,87.1,139,28.4,456=,37.2
291,291,Swinburne University of Technology,AU,L,VH,CO,A,13.9,601+,11.4,601+,12.4,701+,86.5,88,13.9,696,94.9,150,66.1,538,77.3,183,15.4,585=,37.1
292,291,University of Bergen,NO,L,VH,FC,A,31.6,280,8.3,601+,64.9,205,28.3,460,63.9,184,93.3,167,90.7,160,16.9,589,33.6,416=,37.1
293,293,The University of Arizona,US,XL,VH,FC,A,37.3,231,22.2,420,44.4,349,38.8,360,37.1,344,31.6,486,94.1,98,15.1,620,40.4,363=,37
294,293,University of Tasmania,AU,M,VH,CO,A,16,552,7.4,601+,22.1,635,59.8,203,15.9,636,79.9,240,80,323,89.7,123,85.6,123,37
295,295,Xi’an Jiaotong University,CN,XL,VH,FC,A,19,474,39.4,238,14,701+,89.5,77,26.4,448,3.9,701+,80.5,315,3.8,701+,18.2,553=,36.9
296,296,Stellenbosch University,ZA,L,VH,FC,A,26.1,342,35.8,262,3.5,701+,61.9,190,85.2,101,19.7,605,94.8,80,8,701+,22,516=,36.7
297,297,University of Virginia,US,L,VH,FC,A,37.3,230,27.3,353,55.8,267,29.1,446,77.9,129,6.1,701+,81.6,295,11.3,690,35.4,400=,36.6
298,298,Bauman Moscow State Technical University,RU,L,VH,CO,A,36.2,242,51.9,169,99.9,22,1.4,701+,7.7,701+,65.6,298,15.2,701+,70,210,6.8,701+,36.5
299,298,Swansea University,GB,L,VH,FC,A,23.1,387,43.1,214,25.1,591,27.9,467,8.3,701+,71,278,82.3,286,59.6,249,91.8,80,36.5
300,300,Huazhong University of Science and Technology,CN,XL,VH,FC,A,20.4,431,28.2,337,7.9,701+,99.9,10,17.6,606,5.2,701+,79.4,335,2.7,701+,15,592=,36.4
301,301,Georgetown University,US,L,VH,FC,B,29.3,302,41.9,224,63,218,14,655,90.9,71,28,506,62.5,597,37.3,377,37,391=,36.3
302,302,Beijing Institute of Technology,CN,XL,VH,FO,A,23.2,384,24.3,396,43.4,361,82,103,14.3,681,5.7,701+,68.6,505,6.7,701+,10.1,661=,35.9
303,302,Université Paris Cité,FR,XL,VH,FO,A,27.8,319,6.2,601+,9.2,701+,87,87,15.2,655,12,701+,99.2,11,35.2,388,18.4,549=,35.9
304,304,Linköping University,SE,L,VH,CO,A,18.5,489,26.6,360,37.9,420,45.4,304,42.4,305,81.9,231,84.6,253,32.6,409,41,360=,35.8
305,304,Universidade Federal do Rio de Janeiro,BR,XL,VH,FC,A,61.9,112,23.3,407,13.7,701+,7.8,701+,81.4,117,7.6,701+,79.7,330,1.5,701+,59.6,269=,35.8
306,306,Aalborg University,DK,L,VH,FC,A,19.9,450,20.8,439,25.5,580,53.2,241,23.3,486,77.3,250,92.1,134,14.9,627,75.6,183,35.7
307,307,"University of California, Irvine",US,XL,VH,FC,A,37.5,229,22.3,419,17.3,701+,40.7,344,11.2,701+,43.9,401,84.1,260,58.7,252,36,397,35.5
308,308,Airlangga University,ID,XL,HI,FC,A,37.1,232,79.1,80,57,259,1.5,701+,18.9,585,58,330,40.3,701+,6.7,701+,16.3,570=,35.3
309,309,Goethe-University Frankfurt am Main,DE,XL,VH,FC,A,43.2,196,33.2,282,24.4,600,15.9,621,20.2,560,37.4,432,90.4,166,24.1,489,75,186=,35.2
310,309,Universität Innsbruck,AT,L,HI,FC,A,20.3,434,7.8,601+,73.1,177,9.3,701+,55.8,223,100,68,71.5,461,100,27,61.6,263=,35.2
311,311,North Carolina State University,US,XL,VH,CO,A,26.7,330,25.4,374,9.8,701+,63.4,181,21.5,532,55,338,78.1,358,17,585,35.7,398=,35.1
312,312,Jagiellonian University,PL,XL,VH,FO,A,37.8,228,46.4,199,65.1,203,5.5,701+,51.3,249,5.7,701+,88.6,188,15.4,615,35.4,400=,35
313,312,University of Johannesburg,ZA,L,VH,CO,A,17.7,513,17.9,491,40.3,388,24.9,499,63.1,190,96.5,134,98,26,51.4,285,65.6,238,35
314,314,Universität Stuttgart,DE,L,VH,FO,A,23.1,386,33,286,6.8,701+,55.2,228,21.7,527,36,442,70.4,479,46.8,314,65.3,239=,34.9
315,315,Quaid-i-Azam University,PK,M,VH,CO,A,17.3,520,42.4,218,3.2,701+,93.6,58,21,546,7,701+,65,557,1.9,701+,3.4,701+,34.8
316,316,RUDN University,RU,L,VH,FC,A,24.4,357,48.7,186,92,79,2.1,701+,10,701+,8,701+,89.7,170,92.2,107,24,498=,34.7
317,316,Shandong University,CN,XL,VH,FC,A,16.6,538,35.5,268,16.7,701+,88.2,81,20.7,553,8.2,701+,64.1,572,3.1,701+,19.7,537=,34.7
318,316,University of Notre Dame,US,L,VH,CO,B,25.8,344,25.2,379,60.8,237,29.2,444,60.2,201,22.3,566,70.1,484,18.4,575,68.9,225,34.7
319,319,Simon Fraser University,CA,L,VH,CO,A,24,367,11.4,601+,6.2,701+,36.6,374,22.8,503,97,131,76.8,382,83.9,158,89.8,96=,34.6
320,320,University of Colorado Boulder,US,XL,VH,CO,A,36.1,244,17.5,495,38.3,414,34.9,385,31.6,400,32.2,482,86.3,228,4.9,701+,62.8,252,34.4
321,321,L.N. Gumilyov Eurasian National University (ENU),KZ,L,VH,FO,A,34.4,256,62,130,92.6,76,1.4,701+,5.5,701+,68.7,289,22.8,701+,8.2,701+,10.5,655=,34.2
322,321,National Technical University of Athens,GR,L,VH,FO,A,21.3,412,44.9,204,4.6,701+,76,132,39.6,325,1.3,701+,72.7,444,4.6,701+,5,701+,34.2
323,321,Universidad Politécnica de Madrid (UPM),ES,XL,VH,SP,A,31.3,283,56.5,146,16.7,701+,11.4,701+,60.7,199,3.2,701+,81.1,308,32.1,414,86.3,119,34.2
324,324,University of Miami,US,L,VH,FC,B,19,475,29.5,316,50,310,39.3,358,43.8,292,66.7,295,81.6,294,16.9,587,27.9,462=,34.1
325,324,University of Southern Denmark (SDU),DK,L,VH,CO,A,20.2,440,15.9,538,22.3,631,49.3,270,21.3,540,85.5,217,81.1,309,24.1,491,73.2,198=,34.1
326,326,Daegu Gyeongbuk Institute of Science and Technology (DGIST),KR,S,VH,FO,A,10.5,601+,11.8,601+,84.1,113,99.9,12,2.7,701+,6.6,701+,12.3,701+,3.3,701+,3.1,701+,34
